filename,T,H,muX,muC,epsilon_X,epsilon_C,sigma_X,sigma_C,dx,vacuum,initial_guess
0361,250,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0362,250,15,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0363,250,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0364,250,15,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0365,250,15,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0366,250,15,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0367,250,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0368,250,15,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0369,250,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0370,250,15,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0371,250,15,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0372,250,15,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0373,250,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0374,250,15,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0375,250,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0376,250,15,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0377,250,15,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0378,250,15,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0379,250,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0380,250,15,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0381,250,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0382,250,15,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0383,250,15,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0384,250,15,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0385,250,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0386,250,15,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0387,250,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0388,250,15,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0389,250,15,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0390,250,15,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0391,250,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0392,250,15,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0393,250,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0394,250,15,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0395,250,15,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0396,250,15,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0397,250,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0398,250,20,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0399,250,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0400,250,20,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0401,250,20,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0402,250,20,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0403,250,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0404,250,20,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0405,250,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0406,250,20,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0407,250,20,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0408,250,20,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0409,250,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0410,250,20,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0411,250,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0412,250,20,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0413,250,20,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0414,250,20,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0415,250,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0416,250,20,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0417,250,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0418,250,20,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0419,250,20,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0420,250,20,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0421,250,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0422,250,20,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0423,250,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0424,250,20,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0425,250,20,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0426,250,20,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0427,250,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0428,250,20,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0429,250,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0430,250,20,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0431,250,20,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0432,250,20,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0433,250,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0434,250,25,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0435,250,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0436,250,25,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0437,250,25,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0438,250,25,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0439,250,25,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0440,250,25,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0441,250,25,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0442,250,25,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0443,250,25,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0444,250,25,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0445,250,25,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0446,250,25,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0447,250,25,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0448,250,25,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0449,250,25,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0450,250,25,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0451,250,25,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0452,250,25,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0453,250,25,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0454,250,25,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0455,250,25,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0456,250,25,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0457,250,25,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0458,250,25,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0459,250,25,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0460,250,25,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0461,250,25,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0462,250,25,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0463,250,25,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0464,250,25,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0465,250,25,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0466,250,25,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0467,250,25,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0468,250,25,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0469,250,30,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0470,250,30,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0471,250,30,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0472,250,30,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0473,250,30,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0474,250,30,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0475,250,30,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0476,250,30,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0477,250,30,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0478,250,30,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0479,250,30,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0480,250,30,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0481,250,30,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0482,250,30,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0483,250,30,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0484,250,30,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0485,250,30,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0486,250,30,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0487,250,30,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0488,250,30,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0489,250,30,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0490,250,30,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0491,250,30,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0492,250,30,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0493,250,30,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0494,250,30,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0495,250,30,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0496,250,30,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0497,250,30,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0498,250,30,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0499,250,30,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0500,250,30,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0501,250,30,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0502,250,30,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0503,250,30,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0504,250,30,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0505,250,35,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0506,250,35,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0507,250,35,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0508,250,35,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0509,250,35,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0510,250,35,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0511,250,35,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0512,250,35,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0513,250,35,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0514,250,35,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0515,250,35,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0516,250,35,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0517,250,35,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0518,250,35,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0519,250,35,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0520,250,35,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0521,250,35,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0522,250,35,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0523,250,35,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0524,250,35,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0525,250,35,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0526,250,35,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0527,250,35,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0528,250,35,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0529,250,35,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0530,250,35,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0531,250,35,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0532,250,35,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0533,250,35,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0534,250,35,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0535,250,35,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0536,250,35,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0537,250,35,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0538,250,35,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0539,250,35,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0540,250,35,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0541,250,50,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0542,250,50,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0543,250,50,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0544,250,50,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0545,250,50,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0546,250,50,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0547,250,50,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0548,250,50,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0549,250,50,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0550,250,50,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0551,250,50,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0552,250,50,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0553,250,50,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0554,250,50,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0555,250,50,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0556,250,50,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0557,250,50,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0558,250,50,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0559,250,50,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0560,250,50,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0561,250,50,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0562,250,50,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0563,250,50,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0564,250,50,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0565,250,50,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0566,250,50,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0567,250,50,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0568,250,50,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0569,250,50,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0570,250,50,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0571,250,50,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0572,250,50,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0573,250,50,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0574,250,50,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0575,250,50,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0576,250,50,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0577,250,75,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0578,250,75,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0579,250,75,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0580,250,75,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0581,250,75,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0582,250,75,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0583,250,75,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0584,250,75,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0585,250,75,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0586,250,75,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0587,250,75,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0588,250,75,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0589,250,75,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0590,250,75,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0591,250,75,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0592,250,75,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0593,250,75,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0594,250,75,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0595,250,75,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0596,250,75,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0597,250,75,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0598,250,75,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0599,250,75,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0600,250,75,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0601,250,75,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0602,250,75,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0603,250,75,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0604,250,75,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0605,250,75,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0606,250,75,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0607,250,75,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0608,250,75,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0609,250,75,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0610,250,75,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0611,250,75,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0612,250,75,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0613,250,100,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0614,250,100,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0615,250,100,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0616,250,100,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0617,250,100,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0618,250,100,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0619,250,100,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0620,250,100,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0621,250,100,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0622,250,100,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0623,250,100,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0624,250,100,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0625,250,100,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0626,250,100,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0627,250,100,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0628,250,100,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0629,250,100,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0630,250,100,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0631,250,100,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0632,250,100,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0633,250,100,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0634,250,100,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0635,250,100,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0636,250,100,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0637,250,100,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0638,250,100,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0639,250,100,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0640,250,100,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0641,250,100,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0642,250,100,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0643,250,100,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0644,250,100,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0645,250,100,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0646,250,100,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0647,250,100,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0648,250,100,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0649,300,10,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0650,300,10,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0651,300,10,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0652,300,10,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0653,300,10,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0654,300,10,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0655,300,10,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0656,300,10,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0657,300,10,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0658,300,10,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0659,300,10,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0660,300,10,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0661,300,10,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0662,300,10,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0663,300,10,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0664,300,10,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0665,300,10,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0666,300,10,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0667,300,10,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0668,300,10,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0669,300,10,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0670,300,10,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0671,300,10,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0672,300,10,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0673,300,10,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0674,300,10,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0675,300,10,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0676,300,10,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0677,300,10,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0678,300,10,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0679,300,10,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0680,300,10,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0681,300,10,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0682,300,10,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0683,300,10,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0684,300,10,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0685,300,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0686,300,15,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0687,300,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0688,300,15,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0689,300,15,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0690,300,15,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0691,300,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0692,300,15,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0693,300,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0694,300,15,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0695,300,15,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0696,300,15,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0697,300,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0698,300,15,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0699,300,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0700,300,15,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0701,300,15,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0702,300,15,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0703,300,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0704,300,15,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0705,300,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0706,300,15,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0707,300,15,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0708,300,15,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0709,300,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0710,300,15,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0711,300,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0712,300,15,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0713,300,15,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0714,300,15,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0715,300,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0716,300,15,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0717,300,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0718,300,15,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0719,300,15,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0720,300,15,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0721,300,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0722,300,20,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
